30.0	5	4	0
33.0	5	6	1
36.0	5	5	1
39.0	3	4	2
42.1	2	1	0
45.0	7	5	3
48.0	1	7	0
51.0	2	2	0
54.0	8	11	0
57.0	3	4	0
60.0	6	5	0
63.0	9	7	0
66.0	12	10	2
69.0	4	3	2
72.0	14	7	0
75.0	10	11	1
78.0	8	10	4
81.0	11	11	1
84.0	14	9	4
87.0	6	7	0
90.0	9	4	1
93.0	9	8	1
96.0	6	5	2
99.0	13	10	1
102.0	6	7	0
105.0	8	6	2
108.0	6	6	2
111.0	4	9	2
114.0	14	12	2
117.0	6	7	1
120.0	6	7	2
123.0	8	10	0
126.0	14	17	1
129.0	11	13	1
132.0	10	11	3
135.0	18	13	0
138.0	13	22	3
141.0	16	14	1
144.0	16	15	7
147.0	13	13	0
150.0	18	21	4
153.0	27	22	5
156.0	19	17	3
159.0	24	17	5
162.0	24	34	3
165.0	34	29	3
168.0	14	24	1
171.0	8	11	0
174.0	18	17	2
177.0	16	18	3
180.0	14	19	2
183.0	11	23	3
186.0	17	24	3
189.0	18	23	1
192.0	19	19	2
195.0	17	28	1
198.0	19	18	1
201.0	36	27	4
204.0	22	25	4
207.0	42	38	8
210.1	37	28	1
214.0	66	45	3
217.0	30	33	4
220.0	37	26	1
223.0	33	17	5
226.0	26	19	2
229.0	13	12	2
232.0	23	15	1
235.0	18	19	2
238.0	21	21	2
241.0	25	21	1
244.0	33	28	2
247.0	28	29	2
250.0	25	24	3
253.0	34	30	2
256.0	20	15	2
259.0	31	25	7
262.0	29	32	3
265.0	32	23	2
268.0	24	19	3
271.0	28	28	5
274.0	28	25	4
277.0	29	30	5
280.0	30	29	6
283.0	28	26	4
286.0	33	38	3
289.0	41	40	3
292.0	46	49	4
295.0	50	43	5
298.0	45	37	5
301.0	42	36	6
304.0	39	35	7
307.0	43	32	7
310.0	34	28	4
313.0	44	41	5
316.0	41	33	3
319.0	40	23	2
322.0	46	32	2
325.0	30	22	6
328.0	43	36	3
