30.0	4	3	1
33.0	1	10	5
36.0	2	4	4
39.0	2	7	3
42.1	0	1	2
45.0	5	9	5
48.0	0	8	1
51.0	2	0	0
54.0	2	9	6
57.0	1	5	2
60.0	4	3	2
63.0	6	13	3
66.0	6	13	8
69.0	3	5	3
72.0	9	10	5
75.0	6	16	5
78.0	3	13	9
81.0	4	20	8
84.0	6	17	12
87.0	2	10	4
90.0	2	12	8
93.0	3	18	7
96.0	3	7	5
99.0	5	19	9
102.0	2	15	4
105.0	5	13	5
108.0	1	9	7
111.0	2	12	4
114.0	3	23	13
117.0	2	13	5
120.0	1	11	7
123.0	2	28	6
126.0	5	26	10
129.0	5	14	7
132.0	4	11	9
135.0	11	25	7
138.0	7	58	9
141.0	7	21	10
144.0	10	21	13
147.0	7	13	6
150.0	5	33	17
153.0	14	41	18
156.0	6	26	16
159.0	8	35	21
162.0	7	33	20
165.0	10	40	27
168.0	2	21	13
171.0	2	9	6
174.0	12	23	8
177.0	5	21	14
180.0	9	15	7
183.0	5	24	9
186.0	6	24	14
189.0	8	23	11
192.0	10	13	11
195.0	8	18	10
198.0	8	26	12
201.0	13	44	27
204.0	11	39	15
207.0	13	56	37
210.1	9	47	29
214.0	19	80	50
217.0	7	54	27
220.0	7	40	31
223.0	12	47	26
226.0	13	31	15
229.0	5	24	10
232.0	11	27	13
235.0	8	38	12
238.0	9	24	14
241.0	11	30	15
244.0	11	40	24
247.0	9	46	21
250.0	7	39	21
253.0	9	36	27
256.0	7	21	15
259.0	17	37	21
262.0	15	38	17
265.0	14	43	20
268.0	13	21	14
271.0	15	31	18
274.0	17	31	15
277.0	21	26	13
280.0	17	32	19
283.0	13	33	19
286.0	15	42	21
289.0	22	52	22
292.0	18	57	32
295.0	23	51	32
298.0	24	50	26
301.0	30	33	18
304.0	23	60	23
307.0	19	51	31
310.0	23	50	15
313.0	18	36	31
316.0	24	43	20
319.0	20	39	22
322.0	27	34	21
325.0	16	33	20
328.0	21	52	25
